1.07,1.067,1.745,2.586,-0.819,1.142,-0.985,2.355,-2.879,-0.433,1.021,0.18,-0.153
1.08,-3.542,2.11,1.935,-1.416,-3.187,0.546,2.254,-0.369,-0.194,0.303,0.807,0.975
1.09,-1.128,3.143,2.279,-1.872,-1.15,-1.321,0.715,-0.508,-0.334,1.061,-0.278,-1.605
1.1,-0.933,-0.072,2.477,-1.755,-2.28,0.739,2.156,-0.988,-0.808,0.079,-1.265,-2.925
1.11,0.397,1.762,3.281,-0.521,-2.297,-0.339,1.028,-0.369,0.327,0.146,-0.354,-0.517
1.12,1.978,2.99,1.617,-0.819,-0.28,-0.453,0.231,2.671,-0.808,1.582,-0.595,-1.589
1.13,-3.014,3.825,0.074,0.075,-3.125,2.024,2.508,-1.684,-0.635,1.698,0.523,-0.141
1.14,0.512,0.849,0.506,-0.979,-3.107,0.626,1.282,0.929,0.23,-0.312,0.197,3.026
1.15,1.911,3.441,3.091,-0.462,-0.458,1.139,2.58,-2.487,-2.996,2.907,-1.448,0.389
1.16,0.167,-0.346,1.355,-1.694,-0.44,-1.675,1.107,-5.344,0.23,-0.473,-1.14,2.022
1.17,1.088,2.793,3.802,-1.177,-2.058,1.846,0.719,1.417,1.065,1.195,0.189,1.852
1.18,-2.004,2.956,1.075,-0.998,-2.413,0.962,-1.074,0.327,-0.194,-1.607,-0.262,-0.427
1.19,-0.361,1.181,1.689,-1.336,-1.506,0.094,1.806,-0.466,-0.635,-1.156,-0.48,-0.639
1.2,0.096,3.51,1.969,-1.177,-0.28,3.085,1.354,1.87,-1.089,-1.567,-0.388,-1.877
1.21,-0.957,1.779,0.413,-0.462,-0.636,-2.4,2.138,-2.399,-0.651,1.703,0.866,2.197
1.22,-0.288,1.419,0.736,0.254,-0.991,1.139,-0.977,-0.447,-0.099,-1.04,0.64,1.972
1.23,-2.5,1.438,2.62,-0.759,-0.574,0.493,2.254,-0.893,-0.54,0.822,0.323,1.487
1.24,1.224,3.101,4.279,-1.416,-1.053,-1.578,2.198,1.843,-0.07,-1.22,-0.379,0.618
1.25,-2.329,1.096,0.413,-1.336,0.982,-0.436,0.424,0.947,-0.618,4.605,0.405,2.231
1.26,0.005,3.254,3.924,-0.622,-2.573,0.271,0.327,0.851,1.192,0.443,-1.565,-0.893
1.27,0.913,0.397,1.075,-0.343,0.902,-0.516,2.881,1.651,0.779,-0.322,0.013,-1.98
1.28,-2.215,1.719,2.559,-0.979,-1.328,3.103,-1.677,-1.493,-0.445,-3.062,0.297,-0.036
1.29,0.209,1.233,1.059,-0.819,0.787,-1.162,1.631,-0.117,-0.462,-2.694,-1.013,0.982
1.3,-0.022,2.537,1.508,-0.263,-0.44,2.748,-0.046,-0.569,-1.089,-1.361,1.325,0.159
1.31,0.185,0.525,1.371,-0.042,0.849,-2.161,0.872,-2.095,-0.004,-0.414,-0.412,-0.743
1.32,-0.707,0.661,1.847,-0.282,-1.168,-0.808,0.797,1.321,0.97,0.129,0.13,-1.696
1.33,0.326,1.181,1.689,-0.622,-2.218,1.51,3.849,-0.177,0.517,-2.417,0.264,-2.898
1.34,-4.173,2.333,2.834,-1.059,-2.12,0.9,1.867,-0.055,-0.746,-1.511,-0.329,1.671
1.35,0.096,2.316,2.987,-0.263,0.449,0.626,-0.972,-2.182,0.086,-0.804,-0.295,1.202
1.36,0.055,1.079,0.736,-0.702,0.547,-1.755,2.466,1.06,-0.68,-1.074,-0.739,-1.07
1.37,0.367,3.612,2.242,-0.282,1.676,-3.107,1.499,1.495,0.276,1.512,0.173,0.84
1.38,-0.892,3.552,1.843,-0.641,-0.103,1.316,2.102,0.18,0.701,-3.299,0.898,-1.095
1.39,-0.977,0.223,2.092,-2.252,-2.949,0.429,4.142,2.556,-1.096,0.25,-2.26,-1.587
1.4,-2.484,-0.083,0.936,-0.981,-3.819,-0.791,1.57,-2.445,-0.872,-0.771,0.572,1.234
1.41,-1.296,0.249,2.629,-1,0.962,-1.694,0.109,3.069,-0.066,0.462,-0.874,-0.037
1.42,-1.775,2.161,2.153,-0.684,-1.393,3.215,2.681,1.449,-0.291,0.869,-1.308,-0.471
1.43,-0.268,4.003,2.459,-1.338,-1.687,-0.615,0.46,0.458,-0.933,0.856,-0.315,0.189
1.44,1.313,0.967,1.814,-0.523,0.545,2.136,1.009,-1.085,0.134,-0.023,-0.189,0.312
1.45,-1.487,2.108,2.952,-1.418,-2.122,1.074,1.847,1.493,0.795,-0.006,0.162,-0.338
1.46,2.206,2.194,2.864,-1.517,0.98,-2.915,1.823,1.293,-0.447,1.1,-0.74,-2.228
1.47,-0.877,2.715,3.216,-0.105,1.674,1.844,2.76,-1.607,0.482,1.25,-0.089,0.581
1.48,-2.371,0.199,3.591,-1.24,0.545,-0.518,1.901,0.673,0.498,0.37,-0.297,-1.788
1.49,-4.618,0.523,1.03,-1.775,-2.299,-0.341,-0.551,2.243,-0.369,0.162,0.162,-0.503
1.5,-1.333,3.627,2.597,-0.643,-0.815,1.491,1.787,1.258,0.907,-1.291,0.053,-0.776
